序号,招聘信息id,公司地址,招聘岗位,公司类型,最低薪资,最高薪资,员工数量,学历,岗位经验,企业名称,企业类型
15,1604731457065058305,四川省宜宾市临港经开区白沙湾街道国兴大道沙坪路段9号数据中心801-32号,大数据开发工程师,500-1000人,3500,8000,上市公司,3,不限,四川中软国际,"[""互联网"",""软件""]"
16,1604731457065058304,四川省宜宾市临港经开区白沙湾街道国兴大道沙坪路段9号数据中心801-32号,数据产品经理,500-1000人,3500,8000,上市公司,3,不限,四川中软国际,"[""互联网"",""软件""]"
17,1604731457060864000,四川省宜宾市临港经开区白沙湾街道国兴大道沙坪路段9号数据中心801-32号,数据工程师,500-1000人,3500,8000,上市公司,3,不限,四川中软国际,"[""互联网"",""软件""]"
18,1603244028852305920,北京市朝阳区光华东里8号院3号楼11层1101内05、06、08、09、10、11、12、15、16单元,高级大数据开发工程师 Hadoop Hive,10000人以上,20000,35000,民营公司,3,不限,悠易互通,"[""互联网"",""广告""]"
19,1602499965781934080,福州市鼓楼区软件大道509号,数据标注工程师,10000人以上,6000,8000,民营公司,3,不限,中电福富,"[""互联网"",""大数据""]"
20,1599949951281004544,广州市黄埔区起云路8号5栋418房,数据挖掘工程师,少于50人,6000,8000,民营公司,3,不限,极能信息,"[""互联网"",""大数据""]"
21,1594673737184182272,天河区高唐路228号伯纳德集团1楼,python工程师,1000-5000人,4500,6000,上市公司,3,不限,博纳德集团,"[""互联网"",""大数据""]"
22,1588392444226043904,广东广州,数据实施实习生,150-500人,10000,15000,民营公司,3,1-3年,凯普,"[""互联网"",""软件""]"
23,1585550146098298880,蠡湖大道2018号8号楼1-5层,数据分析师,500-1000人,10000,15000,民营公司,3,1-3年,蓝创,"[""互联网"",""软件""]"
24,1582578771930775553,钟村街谢村谢石公路66号D座二楼整层及三楼101,数据产品经理,150-500人,20000,30000,民营公司,3,3-5年,偏爱服饰,"[""互联网"",""服饰""]"
25,1582578771930775552,钟村街谢村谢石公路66号D座二楼整层及三楼101,数据分析师,150-500人,7000,9000,民营公司,3,1-3年,偏爱服饰,"[""互联网"",""服饰""]"
26,1579049754338394112,浙江杭州,大数据开发工程师,50-100人,12000,20000,民营公司,3,1-3年,谷乐科技,"[""互联网"",""软件""]"
27,1578672658197905408,古林镇鄞县大道古林段1号三楼南面办公室,数据分析师,10000人以上,12000,20000,上市公司,3,1-3年,太平鸟,"[""互联网"",""服饰""]"
28,1574966005367701504,横店大厦301室,交易风控员,10000人以上,6000,10000,民营公司,3,经验不限,南华期货,"[""互联网"",""金融""]"
29,1574966005363507200,横店大厦301室,大数据开发工程师,10000人以上,10000,15000,民营公司,3,经验不限,南华期货,"[""互联网"",""金融""]"
30,1574931491241197569,中国(上海)自由贸易试验区祥科路58号2幢5层B区524室,数据分析师,150-500人,8000,15000,民营公司,3,经验不限,派兰数据,"[""互联网"",""大数据""]"
31,1574931491241197568,中国(上海)自由贸易试验区祥科路58号2幢5层B区524室,数据工程师,150-500人,10000,12000,民营公司,3,经验不限,派兰数据,"[""互联网"",""大数据""]"
32,1574928422227017728,中国(上海)自由贸易试验区祥科路58号2幢5层B区524室,数据工程师,150-500人,10000,12000,民营公司,3,经验不限,派兰数据,"[""互联网"",""大数据""]"
33,1574927900380102656,中国(上海)自由贸易试验区祥科路58号2幢5层B区524室,数据工程师,150-500人,10000,12000,民营公司,3,经验不限,派兰数据,"[""互联网"",""大数据""]"
34,1573262184346157058,山东省青岛市,大数据工程师,10000人以上,12000,15000,上市公司,3,经验不限,海尔,"[""互联网"",""家电""]"
35,1573262184346157057,山东省青岛市,数据分析经理,10000人以上,9000,13000,上市公司,3,3-5年,海尔,"[""互联网"",""家电""]"
36,1573262184346157056,山东省青岛市,数据分析员,10000人以上,7500,10000,上市公司,3,1-3年,海尔,"[""互联网"",""家电""]"
37,1572850247011532801,广东省广州市,大数据开发实习生,150-500人,4500,6000,民营公司,3,经验不限,云徙智能,"[""互联网"",""大数据""]"
38,1572850247011532800,广东省广州市,数仓开发,少于50人,4500,6000,民营公司,3,经验不限,漪畔网络,"[""互联网"",""大数据""]"
39,1572850247007338496,广东省广州市,实施工程师,150-500人,3000,5000,民营公司,3,1-3年,云徙智能,"[""互联网"",""大数据""]"
40,1570688591800172545,贵州省贵阳市,高级业务架构师,50-100人,10000,11000,民营公司,3,经验不限,玉珏网络,"[""互联网"",""大数据""]"
41,1570688591800172544,贵州省贵阳市,数据开发工程师,50-100人,15000,20000,民营公司,3,1-3年,玉珏网络,"[""互联网"",""大数据""]"
42,1569585390216675328,中国(上海)自由贸易试验区祥科路58号2幢5层B区524室,数据分析师,150-500人,8000,15000,民营公司,3,经验不限,派兰数据,"[""互联网"",""大数据""]"
43,1569585390212481024,中国(上海)自由贸易试验区祥科路58号2幢5层B区524室,数据工程师,150-500人,10000,12000,民营公司,3,经验不限,派兰数据,"[""互联网"",""大数据""]"
44,1568156705815134209,四川省成都市,Data Governance数据治理,1000-5000人,20000,25000,民营公司,3,经验不限,东华软件,"[""互联网"",""软件""]"
45,1568156705815134208,四川省成都市,数据分析师,1000-5000人,20000,25000,民营公司,3,经验不限,东华软件,"[""互联网"",""软件""]"
46,1567747885691437056,广东省广州市,电商运营助理,50-100人,4500,7000,民营公司,2,经验不限,粤烽泰卓,"[""互联网"",""电子商务""]"
47,1567747885687242752,广东省广州市,数据分析师助理,50-100人,4500,6000,民营公司,2,经验不限,粤烽泰卓,"[""互联网"",""电子商务""]"
48,1566973716963917825,山东省泰州市,数据开发,150-500人,8000,12000,民营公司,3,经验不限,唐普,"[""互联网"",""软件""]"
49,1566973716963917824,北京市,数据报表开发,150-500人,8000,10000,民营公司,3,经验不限,唐普,"[""互联网"",""软件""]"
50,1566635553703723008,四川省成都市,数据分析员,50-100人,7000,10000,民营公司,3,1-3年,宏链易安,"[""互联网"",""电子商务""]"
51,1565544666676461569,广东省珠海市,ETL开发工程师,1000-5000人,15000,30000,民营公司,3,经验不限,万宝盛华,"[""互联网"",""软件""]"
52,1565544666676461568,北京市海淀区,数据处理员,1000-5000人,8000,12000,民营公司,3,1-3年,万宝盛华,"[""互联网"",""软件""]"
53,1565240659105939457,广东省广州市,运维部-Mysql-DBA,1000-5000人,15000,30000,民营公司,3,经验不限,彩讯科技,"[""互联网"",""软件""]"
54,1565240659105939456,广东省广州市,数据分析师,1000-5000人,8000,12000,民营公司,3,1-3年,彩讯科技,"[""互联网"",""软件""]"
55,1564534693704105985,广东省深圳市,大数据运营实习生,50-100人,4000,6000,民营公司,3,经验不限,泓运荣昇,"[""互联网"",""软件""]"
56,1564534693704105984,广东省深圳市,大数据分析实习生,50-100人,4000,6000,民营公司,3,经验不限,泓运荣昇,"[""互联网"",""软件""]"
57,1564134750673829888,广东省深圳市,渠道运营总监,50-100人,40000,70000,民营公司,2,5-7年,美易物流,"[""互联网"",""物流""]"
58,1564134750669635584,广东省深圳市,数字化创新人才,50-100人,15000,25000,民营公司,3,3-5年,美易物流,"[""互联网"",""物流""]"
59,1562373753655132161,广东省广州市,银行数据分析师,150-500人,15000,30000,民营公司,3,经验不限,中银信息,"[""互联网"",""大数据""]"
60,1562373753655132160,广东省广州市,高级数据分析师,150-500人,15000,30000,民营公司,3,5-7年,中银信息,"[""互联网"",""大数据""]"
61,1561971141940215809,广东省广州市,数据分析师,少于50人,10000,11000,民营公司,3,经验不限,漪畔网络,"[""互联网"",""大数据""]"
62,1561971141940215808,广东省广州市,亚马逊数据分析师,少于50人,12000,15000,民营公司,3,1-3年,漪畔网络,"[""互联网"",""大数据""]"
63,1561676702764105729,广东省广州市,数据分析助理初级,150-500人,6000,9000,民营公司,3,经验不限,迪诺科技,"[""互联网"",""大数据""]"
64,1561676702764105728,广东省广州市,数据分析师,150-500人,6000,12000,民营公司,3,1-3年,迪诺科技,"[""互联网"",""大数据""]"
65,1559731106436218880,广东省中山市,销售经理,150-500人,10000,20000,民营公司,2,3-5年,京信数据,"[""互联网"",""大数据""]"
66,1559731106432024576,广东省中山市,数据分析师,150-500人,8000,10000,民营公司,3,1-3年,京信数据,"[""互联网"",""大数据""]"
67,1559484302188740609,广东省珠海市,数据开发工程师,50-100人,10000,15000,民营公司,3,3-5年,徽创信息,"[""互联网"",""大数据""]"
68,1559484302188740608,广东省惠州市,ETL开发工程师,500-1000人,10000,20000,民营公司,3,1-3年,金百泽,"[""互联网"",""通讯""]"
69,1558010601740042240,北京市,数据开发工程师,500-1000人,15000,20000,民营公司,3,3-5年,金百泽,"[""互联网"",""通讯""]"
70,1558010601735847936,广东省惠州市,ETL开发工程师,500-1000人,10000,20000,民营公司,3,1-3年,金百泽,"[""互联网"",""通讯""]"
71,1557673013896413185,广东省佛山市,互联网产品经理,500-1000人,12000,20000,民营公司,3,3-5年,玉扳手,"[""互联网"",""电商""]"
72,1557673013896413184,广东省佛山市,数据分析员,500-1000人,4500,6000,民营公司,3,1-3年,玉扳手,"[""互联网"",""电商""]"
73,1556934209443069952,广东省惠州市,产业链数字专员,500-1000人,4500,6000,民营公司,3,1-3年,海吉星,"[""互联网"",""物流""]"
74,1556545875319324672,四川省成都市,数字化工程师,10000人以上,7000,9000,民营公司,3,1-3年,广电计量,"[""互联网"",""计量""]"
75,1556465022673223680,广东省广州市,电商战略分析师,50-100人,15000,25000,民营公司,3,1-3年,悟空网络,"[""互联网"",""电商""]"
76,1556465022669029376,广东省广州市,商业数据分析师,50-100人,10000,15000,民营公司,3,1-3年,悟空网络,"[""互联网"",""电商""]"
77,1555102215444758529,广东省广州市,工程师助理,150-500人,5000,9000,民营公司,2,1-3年,格来德,"[""互联网"",""大数据""]"
78,1555102215444758528,广东省广州市,数据分析员,150-500人,4000,6000,民营公司,3,1-3年,格来德,"[""互联网"",""大数据""]"
79,1555095262987419648,广东省深圳市,数据运营专员,150-500人,7000,10000,民营公司,3,1-3年,腾劲网络,"[""互联网"",""大数据""]"
80,1555095262983225344,广东省深圳市,数据分析师,150-500人,6000,10000,民营公司,3,1-3年,腾劲网络,"[""互联网"",""大数据""]"
81,1554023803397472256,广东省深圳市,语音前端算法研发工程师  ,10000人以上,20000,30000,国企,5,3-5年,康佳,"[""互联网"",""电子信息""]"
82,1554023803393277952,广东省深圳市,数据分析助理工程师,10000人以上,19000,30000,国企,3,1-3年,康佳,"[""互联网"",""电子信息""]"
83,1552975408281026560,广东省广州市,遗留判定分析工程师,10000人以上,5000,8000,上市公司,3,经验不限,欧派,"[""互联网"",""家居""]"
84,1552975408276832256,广东省广州市,遗留数据分析专员,10000人以上,6000,7000,上市公司,3,1-3年,欧派,"[""互联网"",""家居""]"
85,1551808344774279168,广东省广州市,前端工程师,150-500人,5000,8000,民营公司,3,经验不限,稷生,"[""互联网"",""软件""]"
86,1551808344770084864,广东省广州市,Python爬虫工程师,150-500人,4500,8000,民营公司,3,经验不限,稷生,"[""互联网"",""软件""]"
87,1551793389706543105,沈阳 昆山,数据分析师,5000-10000人,5000,8000,民营公司,3,经验不限,凯捷,"[""互联网"",""软件""]"
88,1551793389706543104,沈阳 昆山,技术后端,5000-10000人,4500,8000,民营公司,3,经验不限,凯捷,"[""互联网"",""软件""]"
89,1551507309048496128,广东省广州市,数据实施工程师,150-500人,20000,30000,民营公司,3,1-3年,华彩智云,"[""互联网"",""大数据""]"
90,1549270148198825984,中山大道东路280号南丰创荟.大湾区智慧产业园3399房,数据分析助理,500-1000人,6000,8000,民营公司,3,1-3年,华胥科技,"[""互联网"",""大数据""]"
91,1551740730014302209,广东省广州市,NLP算法研究员,500-1000人,26000,44000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
92,1551740730014302208,广东省广州市,数据处理工程师,500-1000人,29000,35000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
93,1551739682566569985,广东省广州市,NLP算法研究员,500-1000人,26000,44000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
94,1551739682566569984,广东省广州市,数据处理工程师,500-1000人,29000,35000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
95,1551739421710221313,广东省广州市,NLP算法研究员,500-1000人,26000,44000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
96,1551739421710221312,广东省广州市,数据处理工程师,500-1000人,29000,35000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
97,1549270148198825985,中山大道东路280号南丰创荟.大湾区智慧产业园3399房,数据运营,500-1000人,8000,12000,民营公司,3,3-5年,华胥科技,"[""互联网"",""大数据""]"
98,1549669899390025728,中国（四川）自由贸易试验区成都高新区天府大道中段688号3栋5层05009号,大数据分析师,500-1000人,20000,30000,民营公司,3,1-3年,天符教育,"[""互联网"",""大数据""]"
99,1549231524551983104,广州市黄埔区科学大道绿地中央广场 C4 栋 301 房,数据处理工程师,500-1000人,29000,35000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
100,1549231524551983105,广州市黄埔区科学大道绿地中央广场 C4 栋 301 房,NLP算法研究员,500-1000人,26000,44000,民营公司,3,经验不限,广东数业,"[""互联网"",""大数据""]"
101,1542733237841952768,广州市白云区棠景街棠溪棠新西街54号三楼东侧,商品数据分析专员,50-100人,5000,10000,民营公司,2,经验不限,广州芊之美服饰,"[""互联网"",""电商""]"
102,1542733237841952769,广州市白云区棠景街棠溪棠新西街54号三楼东侧,区域督导,50-100人,9000,13000,民营公司,2,3-5年,广州芊之美服饰,"[""互联网"",""电商""]"
103,1547872363733975041,广州市天河区科韵路24、26号四楼,数据处理实习生,500-1000人,2500,2600,民营公司,2,经验不限,南方数码,"[""互联网"",""大数据""]"
104,1547872363733975040,广州市天河区科韵路24、26号四楼,数据分析实习生,500-1000人,2500,3500,民营公司,3,经验不限,南方数码,"[""互联网"",""大数据""]"
105,1547141682221416448,广东省佛山市,地图数据加工处理专员,500-1000人,3500,6500,民营公司,2,经验不限,云百迅,"[""互联网"",""大数据""]"
106,1547141682217222144,广东省佛山市,AI数据标注师,500-1000人,3000,6000,民营公司,2,经验不限,云百迅,"[""互联网"",""大数据""]"
107,1546677462266675200,广东省广州市,数据分析初级,50-100人,7000,12000,民营公司,3,经验不限,云铂科技,"[""互联网"",""大数据""]"
108,1546677462262480896,广东省广州市,BI数据分析师助理,50-100人,8000,11000,民营公司,3,经验不限,云铂科技,"[""互联网"",""大数据""]"
109,1546677229352779776,广东省广州市,数据治理工程师,50-100人,6000,8000,民营公司,3,经验不限,嘉盛达,"[""互联网"",""大数据""]"
110,1546677229344391168,广东省广州市,电网数据分析实习生 ,50-100人,5000,10000,民营公司,3,经验不限,嘉盛达,"[""互联网"",""大数据""]"
111,1542028331946475521,广东省广州市,电商数据分析师,50-100人,9000,13000,民营公司,3,1-3年,京易无忧,"[""互联网"",""大数据""]"
112,1542028331946475520,广东省广州市,计算机大数据推广专员,50-100人,5000,10000,民营公司,2,经验不限,京易无忧,"[""互联网"",""大数据""]"
113,1541254101239726081,广东省广州市,视频数据标注,150-500人,2800,3000,民营公司,0,经验不限,活树信息,"[""互联网"",""大数据""]"
114,1541254101239726080,广东省广州市,运维工程师（大数据）,150-500人,7000,12000,民营公司,1,经验不限,活树信息,"[""互联网"",""大数据""]"
115,1540226891166908418,广东省广州市,数据分析师,50-100人,8000,12000,民营公司,3,1-3年,优品尚兴,"[""互联网"",""电商""]"
116,1540226891166908417,广东省广州市,在线客服,50-100人,13000,20000,民营公司,0,3-5年,优品尚兴,"[""互联网"",""电商""]"
117,1540226891166908416,广东省广州市,选品员,50-100人,3500,6000,民营公司,1,经验不限,优品尚兴,"[""互联网"",""电商""]"
118,1539817715076825090,广东省广州市,web前端开发工程师,1000-5000人,8000,12000,上市公司,3,1-3年,科慧信息,"[""互联网"",""通信""]"
119,1539817715076825089,广东省广州市,商务拓展（BD）总监,1000-5000人,13000,20000,上市公司,0,3-5年,科慧信息,"[""互联网"",""通信""]"
120,1539817715076825088,广东省广州市,"中国移动10086客户服务代表
",1000-5000人,3500,6000,上市公司,1,经验不限,科慧信息,"[""互联网"",""通信""]"
121,1539456406367895555,广东省广州市,电商数据分析,150-500人,15000,20000,民营公司,3,3-5年,振扬信息,"[""互联网"",""电商""]"
122,1539456406367895554,广东省广州市,天猫运营,150-500人,8000,10500,民营公司,2,经验不限,振扬信息,"[""互联网"",""电商""]"
123,1539456406367895553,广东省广州市,运营助理,150-500人,3000,4500,民营公司,2,经验不限,振扬信息,"[""互联网"",""电商""]"
124,1539456406367895552,广东省广州市,在线客服,150-500人,3500,6000,民营公司,2,经验不限,振扬信息,"[""互联网"",""电商""]"
125,1539449854449811457,广东省广州市,电商数据分析师,150-500人,8000,12000,上市公司,3,1-3年,易康思萌,"[""互联网"",""电商""]"
126,1539449854449811456,广东省广州市,电商客服,150-500人,3500,6000,上市公司,2,经验不限,易康思萌,"[""互联网"",""电商""]"
127,1537622545719754753,广东省广州市,机器学习算法研发工程师（嵌入式软件）,10000人以上,20000,30000,民营公司,3,3-5年,日立电梯,"[""互联网"",""机械""]"
128,1537622545719754752,广东省广州市,大数据开发工程师,10000人以上,15000,20000,民营公司,3,3-5年,日立电梯,"[""互联网"",""机械""]"
129,1537270370250391553,广东省广州市,成本预算工程师,10000人以上,10000,13000,民营公司,3,3-5年,方圆地产,"[""互联网"",""地产""]"
130,1537270370250391552,广东省广州市,集团总部-高级数据分析师,10000人以上,13000,16000,民营公司,3,3-5年,方圆地产,"[""互联网"",""地产""]"
131,1536981426581405696,广东省广州市,电商数据分析,50-100人,10000,15000,民营公司,3,1-3年,鹿菲儿电商,"[""互联网"",""电子商务""]"
132,1536666675389267968,广东省广州市,数据分析师,50-100人,5000,10000,民营公司,3,经验不限,侨益物流,"[""互联网"",""物流""]"
133,1535084662261678081,广东省广州市,产品专员,150-500人,6000,15000,上市公司,3,1-3年,有酱网络,"[""互联网"",""电商""]"
134,1535084662261678080,广东省广州市,商业分析师/数据分析师,150-500人,8000,19000,上市公司,3,3-5年,有酱网络,"[""互联网"",""电商""]"
135,1534726011038597121,广东省广州市,BI工程师,50-100人,6000,12000,民营公司,3,经验不限,医博信息,"[""互联网"",""医疗""]"
136,1534726011038597120,广东省广州市,大数据架构师,50-100人,12000,30000,民营公司,3,5-7年,医博信息,"[""互联网"",""医疗""]"
137,1534374988734398465,广东省广州市,国际物流客服专员,150-500人,4500,6000,上市公司,2,1-3年,小蝌蚪电商,"[""互联网"",""电商""]"
138,1534374988734398464,广东省广州市,数据分析师,150-500人,6000,12000,上市公司,3,经验不限,小蝌蚪电商,"[""互联网"",""电商""]"
139,1534029960224833537,广东省广州市,试验检测工程（员）师,10000人以上,4500,6000,民营公司,3,经验不限,华南高新,"[""互联网"",""水利""]"
140,1534029960224833536,广东省广州市,水利大数据分析师,10000人以上,2000,10000,民营公司,3,经验不限,华南高新,"[""互联网"",""水利""]"
141,1533666567169114112,广东省广州市,数据分析师,10000人以上,6000,12000,民营公司,3,1-3年,卡普瑞,"[""互联网"",""环境""]"
142,1533655639111368706,广东省广州市,IT运维经理,10000人以上,10000,12000,民营公司,3,3-5年,网易,"[""互联网"",""计算机""]"
143,1533655639111368705,广东省广州市,影视动画设计师,10000人以上,13000,26000,民营公司,3,1-3年,网易,"[""互联网"",""计算机""]"
144,1533655639111368704,广东省广州市,高级数据分析师（成人教育方向）,10000人以上,12000,20000,民营公司,3,3-5年,网易,"[""互联网"",""计算机""]"
145,1531570545265606658,广东省广州市,pmo项目经理,10000人以上,15000,30000,民营公司,3,3-5年,老百姓大药房,"[""互联网"",""医疗""]"
146,1531570545265606657,广东省广州市,HRIS,10000人以上,12000,20000,民营公司,3,1-3年,老百姓大药房,"[""互联网"",""医疗""]"
147,1531570545265606656,广东省广州市,bi数据分析师,10000人以上,18000,35000,民营公司,3,7年以上,老百姓大药房,"[""互联网"",""医疗""]"
148,1531566491487567874,广东省广州市,桥梁工程师,150-500人,14000,18000,民营公司,3,7年以上,华路交通,"[""互联网"",""计算机""]"
149,1531566491487567873,广东省广州市,助理检测师,150-500人,5000,8000,民营公司,3,经验不限,华路交通,"[""互联网"",""计算机""]"
150,1531566491487567872,广东省广州市,桥梁健康监测数据分析师,150-500人,25000,45000,民营公司,3,7年以上,华路交通,"[""互联网"",""计算机""]"
151,1531538660653137921,广东省广州市,技术管理岗,5000-10000人,14000,18000,民营公司,3,3-5年,白云信息,"[""互联网"",""电商""]"
152,1531538660653137920,广东省广州市,产品实施工程师,5000-10000人,10000,15000,民营公司,3,1-3年,白云信息,"[""互联网"",""电商""]"
153,1531538660648943616,广东省广州市,大数据工程师,5000-10000人,15000,30000,民营公司,3,3-5年,白云信息,"[""互联网"",""电商""]"
154,1531529924005986305,广东省广州市,质检工程师,5000-10000人,4000,5000,民营公司,3,3-5年,快塑电商,"[""互联网"",""电商""]"
155,1531529924005986304,广东省广州市,物流招商经理,5000-10000人,10000,15000,民营公司,3,1-3年,快塑电商,"[""互联网"",""电商""]"
156,1531529924001792000,广东省广州市,数据分析师,5000-10000人,8000,10000,民营公司,3,3-5年,快塑电商,"[""互联网"",""电商""]"
157,1531164623888318466,广东省广州市,人力资源经理,少于50人,8000,10000,民营公司,3,3-5年,兴悦时代,"[""互联网"",""大数据""]"
158,1531164623888318465,广东省广州市,会计,少于50人,5000,6500,民营公司,3,1-3年,兴悦时代,"[""互联网"",""大数据""]"
159,1531164623888318464,广东省广州市,BI数据分析师,少于50人,15000,20000,民营公司,3,3-5年,兴悦时代,"[""互联网"",""大数据""]"
160,1531123636138803201,广东省广州市,游戏研发工程师,10000人以上,25000,30000,民营公司,3,3-5年,多益网络,"[""互联网"",""游戏""]"
161,1531123636138803200,广东省广州市,软件开发工程师,10000人以上,5000,6500,民营公司,3,1-3年,多益网络,"[""互联网"",""游戏""]"
162,1531123636134608896,广东省广州市,大数据开发工程师,10000人以上,15000,22000,民营公司,3,经验不限,多益网络,"[""互联网"",""游戏""]"
163,1528930787796320258,广东省广州市,工业大数据工程师,5000-10000人,25000,30000,民营公司,3,3-5年,茂硕科技,"[""互联网"",""制造""]"
164,1528930787796320257,广东省广州市,研发文员,5000-10000人,5000,6500,民营公司,1,1-3年,茂硕科技,"[""互联网"",""制造""]"
165,1528930787796320256,广东省广州市,嵌入式软件实习生,5000-10000人,4000,7000,民营公司,3,经验不限,茂硕科技,"[""互联网"",""制造""]"
166,1528570603106336769,广东省广州市,数据分析师,50-100人,15000,27000,民营公司,3,3-5年,森能投资,"[""互联网"",""金融""]"
167,1528570603106336768,广东省广州市,测试工程师,50-100人,5000,8000,民营公司,2,经验不限,森能投资,"[""互联网"",""金融""]"
168,1528570603102142464,广东省广州市,JAVA工程师,50-100人,7000,12000,民营公司,3,经验不限,森能投资,"[""互联网"",""金融""]"
169,1527491662845181952,广东省广州市,数据分析师,50-100人,15000,17000,民营公司,3,经验不限,大牛教育,"[""互联网"",""教育""]"
170,1527491662840987649,广东省广州市,平面设计师,50-100人,10000,13000,民营公司,2,3-5年,大牛教育,"[""互联网"",""教育""]"
171,1527491662840987648,广东省广州市,内训师,50-100人,8000,9500,民营公司,3,经验不限,大牛教育,"[""互联网"",""教育""]"
172,1526834259040534529,广东省广州市,数据分析,50-100人,5500,8500,民营公司,3,经验不限,凝新科技,"[""互联网"",""软件""]"
173,1526834259040534528,广东省广州市,技术支持,50-100人,4500,6500,民营公司,2,经验不限,凝新科技,"[""互联网"",""软件""]"
174,1526834259036340224,广东省广州市,java开发岗,50-100人,3500,6000,民营公司,3,经验不限,凝新科技,"[""互联网"",""软件""]"
175,1526753815716560898,广东省广州市,数据标注工程师,150-500人,3500,5500,民营公司,3,经验不限,贺氏办公,"[""互联网"",""软件""]"
176,1526753815716560897,广东省广州市,Java软件开发工程师,150-500人,5500,9000,民营公司,3,经验不限,贺氏办公,"[""互联网"",""软件""]"
177,1526753815716560896,广东省广州市,前端工程师 ,150-500人,5000,8500,民营公司,3,经验不限,贺氏办公,"[""互联网"",""软件""]"
178,1526385187066347520,广东省广州市,前端开发工程师（实习生） ,150-500人,3500,6500,民营公司,3,经验不限,皓岚信息,"[""互联网"",""软件""]"
179,1526028377780256771,广东省广州市,资深游戏数据分析师,150-500人,15000,25000,民营公司,3,5-7年,凤凰互动,"[""互联网"",""软件""]"
180,1526028377780256770,广东省广州市,游戏服务端开发,150-500人,8000,10000,民营公司,3,3-5年,凤凰互动,"[""互联网"",""软件""]"
181,1526028377780256769,广东省广州市,游戏策划实习生,150-500人,3000,4590,民营公司,3,经验不限,凤凰互动,"[""互联网"",""软件""]"
182,1526028377780256768,广东省广州市,游戏测试,150-500人,4000,5000,民营公司,3,3-5年,凤凰互动,"[""互联网"",""软件""]"
183,1525006403364847617,广东省广州市,数据分析师,150-500人,5000,7000,民营公司,3,经验不限,麦贝科技,"[""互联网"",""软件""]"
184,1525006403364847616,广东省广州市,JAVA工程师,150-500人,15000,17000,民营公司,3,3-5年,麦贝科技,"[""互联网"",""软件""]"
185,1524992426459136003,广东省广州市,管理培训生（数据标注方向）,150-500人,5000,7000,民营公司,2,经验不限,尚阳科技,"[""互联网"",""软件""]"
186,1524992426459136002,广东省广州市,管理培训生（软件研发方向）,150-500人,5000,7000,民营公司,3,经验不限,尚阳科技,"[""互联网"",""软件""]"
187,1524992426459136001,广东省广州市,管理培训生（技术支持方向）,150-500人,5000,7000,民营公司,2,经验不限,尚阳科技,"[""互联网"",""软件""]"
188,1524992426459136000,广东省广州市,管理培训生（销售方向）,150-500人,5000,7000,民营公司,2,经验不限,尚阳科技,"[""互联网"",""软件""]"
189,1524956737138982913,广东省广州市,数据分析师,500-1000人,17000,19000,民营公司,3,经验不限,科迈医疗,"[""互联网"",""软件""]"
190,1524956737138982912,广东省广州市,销售助理/销售代表 ,500-1000人,5500,6500,民营公司,2,经验不限,科迈医疗,"[""互联网"",""软件""]"
191,1524956737134788608,广东省广州市,.NET开发工程师,500-1000人,16500,18000,民营公司,3,经验不限,科迈医疗,"[""互联网"",""软件""]"
192,1524956737130594304,广东省广州市,实施工程师 ,500-1000人,10000,15000,民营公司,3,经验不限,科迈医疗,"[""互联网"",""软件""]"
193,1524956737126400000,广东省广州市,NET开发（实习生/应届生）,500-1000人,6000,12000,民营公司,3,经验不限,科迈医疗,"[""互联网"",""软件""]"
194,1523853950653169666,广东省广州市,数据库管理员,500-1000人,7000,9000,民营公司,3,经验不限,汇聚电子,"[""互联网"",""软件""]"
195,1523853950653169665,广东省广州市,运维工程师,500-1000人,5500,6500,民营公司,2,经验不限,汇聚电子,"[""互联网"",""软件""]"
196,1523853950653169664,广东省广州市,测试工程师,500-1000人,6500,8000,民营公司,2,经验不限,汇聚电子,"[""互联网"",""软件""]"
197,1523853950648975361,广东省广州市, JAVA开发工程师,500-1000人,10000,15000,民营公司,2,经验不限,汇聚电子,"[""互联网"",""软件""]"
198,1523853950648975360,广东省广州市,前端开发工程师,500-1000人,6000,12000,民营公司,3,经验不限,汇聚电子,"[""互联网"",""软件""]"
199,1523505369165463552,广东省广州市,实施顾问,500-1000人,5000,6500,民营公司,2,经验不限,六度科技,"[""互联网"",""软件""]"
200,1523505369161269249,广东省广州市, 技术支持,500-1000人,5000,6000,民营公司,2,经验不限,六度科技,"[""互联网"",""软件""]"
201,1523505369161269248,广东省广州市,数据分析,500-1000人,5000,8000,民营公司,3,经验不限,六度科技,"[""互联网"",""软件""]"
202,1522855604979367936,广东省广州市,实施顾问,150-500人,6000,8000,民营公司,3,经验不限,海中信科,"[""互联网"",""软件""]"
203,1522855604975173635,广东省广州市, 技术支持,150-500人,5000,7000,民营公司,3,经验不限,海中信科,"[""互联网"",""软件""]"
204,1522855604975173634,广东省广州市,销售代表,150-500人,5000,8000,民营公司,3,经验不限,海中信科,"[""互联网"",""软件""]"
